project_id,project_name,department,project_type,location,budget,expenditure,planned_duration_days,time_elapsed_days,completion_percentage,total_milestones,completed_milestones,delayed_milestones,pending_milestones,risk_score,delay_level
PRJ-1796,Digital Governance Project - Mumbai #796,Ministry of Electronics & IT,Digital Governance,Mumbai,1385.65,1182.01,1389,1558,100.0,25,25,0,0,0.16,LOW
PRJ-1797,Digital Governance Project - Patna #797,Ministry of Water Resources,Digital Governance,Patna,1684.69,1552.74,1466,1686,84.01,5,4,0,1,0.89,MEDIUM
PRJ-1798,Urban Infrastructure Project - Kolkata #798,Ministry of Health & Family Welfare,Urban Infrastructure,Kolkata,3316.49,3974.87,1683,1847,100.0,13,13,0,0,0.1,LOW
PRJ-1799,Energy & Power Project - Kolkata #799,Ministry of Electronics & IT,Energy & Power,Kolkata,2795.53,542.18,1703,302,15.2,29,4,1,24,5.15,LOW
PRJ-1800,Water & Sanitation Project - Ahmedabad #800,Ministry of Railways,Water & Sanitation,Ahmedabad,321.27,91.39,606,169,23.91,23,5,3,15,6.91,MEDIUM
PRJ-1801,Infrastructure Project - Chennai #801,Ministry of Railways,Infrastructure,Chennai,1723.05,2067.66,1065,968,98.58,13,12,0,1,0.26,LOW
PRJ-1802,Healthcare Facility Project - Hyderabad #802,Ministry of Power,Healthcare Facility,Hyderabad,1718.78,835.21,974,607,44.93,32,14,3,15,4.8,MEDIUM
PRJ-1803,Healthcare Facility Project - Bengaluru #803,Ministry of Power,Healthcare Facility,Bengaluru,1525.03,283.78,1052,212,17.61,34,5,4,25,7.01,MEDIUM
PRJ-1804,Transportation Project - Pune #804,Ministry of Electronics & IT,Transportation,Pune,1850.2,869.82,1505,1019,49.73,32,15,3,14,5.32,MEDIUM
PRJ-1805,Transportation Project - Bengaluru #805,Ministry of Power,Transportation,Bengaluru,2398.26,1887.5,795,815,74.14,23,17,2,4,3.19,HIGH
PRJ-1806,Healthcare Facility Project - Mumbai #806,Ministry of Road Transport & Highways,Healthcare Facility,Mumbai,1792.17,319.28,1025,209,15.76,21,3,2,16,6.18,MEDIUM
PRJ-1807,Healthcare Facility Project - Delhi NCR #807,Ministry of Water Resources,Healthcare Facility,Delhi NCR,407.63,268.12,1534,934,55.13,30,16,0,14,3.08,LOW
PRJ-1808,Energy & Power Project - Kolkata #808,Ministry of Electronics & IT,Energy & Power,Kolkata,2059.36,1437.45,1111,1036,68.1,21,14,2,5,4.23,HIGH
PRJ-1809,Transportation Project - Hyderabad #809,Ministry of Water Resources,Transportation,Hyderabad,655.95,609.81,1709,2017,100.0,11,11,0,0,0.04,LOW
PRJ-1810,Infrastructure Project - Delhi NCR #810,Ministry of Urban Development,Infrastructure,Delhi NCR,609.36,231.84,1157,701,37.95,36,13,6,17,7.13,MEDIUM
PRJ-1811,Energy & Power Project - Guwahati #811,Ministry of Health & Family Welfare,Energy & Power,Guwahati,2361.57,1921.4,1593,1342,67.67,10,6,0,4,1.64,MEDIUM
PRJ-1812,Water & Sanitation Project - Delhi NCR #812,Ministry of Road Transport & Highways,Water & Sanitation,Delhi NCR,2439.15,1633.02,565,590,74.01,14,10,1,3,2.57,HIGH
PRJ-1813,Water & Sanitation Project - Jaipur #813,Ministry of Electronics & IT,Water & Sanitation,Jaipur,676.29,591.13,796,753,100.0,32,32,0,0,0.33,LOW
PRJ-1814,Digital Governance Project - Guwahati #814,Ministry of Railways,Digital Governance,Guwahati,1563.98,1068.91,1173,725,55.57,20,11,0,9,3.36,LOW
PRJ-1815,Urban Infrastructure Project - Delhi NCR #815,Ministry of Water Resources,Urban Infrastructure,Delhi NCR,1175.14,1193.02,390,309,87.78,31,27,0,4,2.09,LOW
PRJ-1816,Digital Governance Project - Jaipur #816,Ministry of Health & Family Welfare,Digital Governance,Jaipur,3496.6,1109.09,255,162,30.41,36,10,9,17,7.2,HIGH
PRJ-1817,Urban Infrastructure Project - Lucknow #817,Ministry of Road Transport & Highways,Urban Infrastructure,Lucknow,1112.32,451.15,310,122,36.08,35,12,1,22,4.84,LOW
PRJ-1818,Energy & Power Project - Pune #818,Ministry of Electronics & IT,Energy & Power,Pune,2444.33,837.84,222,61,29.47,35,10,1,24,4.39,LOW
PRJ-1819,Healthcare Facility Project - Patna #819,Ministry of Railways,Healthcare Facility,Patna,1193.64,1202.96,1413,1467,87.06,34,29,0,5,1.23,MEDIUM
PRJ-1820,Urban Infrastructure Project - Ahmedabad #820,Ministry of Electronics & IT,Urban Infrastructure,Ahmedabad,2917.45,2610.41,1558,1274,91.29,35,31,0,4,2.12,LOW
PRJ-1821,Transportation Project - Chennai #821,Ministry of Health & Family Welfare,Transportation,Chennai,2420.53,1253.92,356,296,59.92,17,10,1,6,3.39,MEDIUM
PRJ-1822,Urban Infrastructure Project - Pune #822,Ministry of Water Resources,Urban Infrastructure,Pune,1069.75,1190.5,608,433,85.63,27,23,0,4,1.43,LOW
PRJ-1823,Transportation Project - Jaipur #823,Ministry of Railways,Transportation,Jaipur,121.58,63.8,310,146,61.23,19,11,0,8,2.39,LOW
PRJ-1824,Energy & Power Project - Kolkata #824,Ministry of Power,Energy & Power,Kolkata,2695.11,1910.81,1757,1872,75.93,14,10,1,3,3.35,HIGH
PRJ-1825,Digital Governance Project - Mumbai #825,Ministry of Health & Family Welfare,Digital Governance,Mumbai,2475.35,2292.52,1076,1053,72.28,12,8,1,3,3.35,HIGH
PRJ-1826,Water & Sanitation Project - Mumbai #826,Ministry of Health & Family Welfare,Water & Sanitation,Mumbai,2884.4,2030.34,265,174,79.67,12,9,0,3,2.84,LOW
PRJ-1827,Digital Governance Project - Chennai #827,Ministry of Railways,Digital Governance,Chennai,2481.49,2364.77,1740,1142,81.71,11,8,0,3,1.64,LOW
PRJ-1828,Transportation Project - Mumbai #828,Ministry of Water Resources,Transportation,Mumbai,2971.6,2532.07,1079,1258,71.93,5,3,0,2,3.02,HIGH
PRJ-1829,Energy & Power Project - Jaipur #829,Ministry of Power,Energy & Power,Jaipur,607.7,271.68,724,369,37.97,28,10,4,14,5.19,MEDIUM
PRJ-1830,Water & Sanitation Project - Jaipur #830,Ministry of Water Resources,Water & Sanitation,Jaipur,1481.81,293.42,647,162,19.52,31,6,5,20,7.93,MEDIUM
PRJ-1831,Water & Sanitation Project - Patna #831,Ministry of Health & Family Welfare,Water & Sanitation,Patna,1272.59,452.13,240,140,29.98,38,11,12,15,8.47,HIGH
PRJ-1832,Urban Infrastructure Project - Bengaluru #832,Ministry of Power,Urban Infrastructure,Bengaluru,1524.91,999.5,985,921,58.0,14,8,3,3,3.42,HIGH
PRJ-1833,Digital Governance Project - Patna #833,Ministry of Electronics & IT,Digital Governance,Patna,3066.59,1279.5,785,440,33.57,40,13,10,17,8.76,MEDIUM
PRJ-1834,Energy & Power Project - Delhi NCR #834,Ministry of Power,Energy & Power,Delhi NCR,2896.24,1284.06,1260,972,50.76,30,15,5,10,4.87,HIGH
PRJ-1835,Healthcare Facility Project - Lucknow #835,Ministry of Health & Family Welfare,Healthcare Facility,Lucknow,2285.61,1111.87,1608,771,40.34,30,12,4,14,6.34,MEDIUM
PRJ-1836,Infrastructure Project - Jaipur #836,Ministry of Road Transport & Highways,Infrastructure,Jaipur,1177.38,1181.33,1665,1483,80.92,38,30,2,6,2.32,LOW
PRJ-1837,Healthcare Facility Project - Jaipur #837,Ministry of Road Transport & Highways,Healthcare Facility,Jaipur,1099.76,967.8,877,818,100.0,6,6,0,0,1.08,LOW
PRJ-1838,Transportation Project - Chennai #838,Ministry of Power,Transportation,Chennai,2545.52,279.93,1214,268,13.25,28,3,3,22,6.55,MEDIUM
PRJ-1839,Infrastructure Project - Patna #839,Ministry of Road Transport & Highways,Infrastructure,Patna,3295.29,1805.03,1099,470,46.88,34,15,0,19,3.13,LOW
PRJ-1840,Healthcare Facility Project - Lucknow #840,Ministry of Electronics & IT,Healthcare Facility,Lucknow,2504.12,2026.77,1465,1218,66.22,19,12,1,6,2.66,MEDIUM
PRJ-1841,Water & Sanitation Project - Guwahati #841,Ministry of Water Resources,Water & Sanitation,Guwahati,2008.95,1576.85,466,412,74.06,20,14,0,6,2.33,MEDIUM
PRJ-1842,Water & Sanitation Project - Kolkata #842,Ministry of Railways,Water & Sanitation,Kolkata,1595.54,1739.15,480,423,89.77,10,8,0,2,1.36,LOW
PRJ-1843,Urban Infrastructure Project - Hyderabad #843,Ministry of Railways,Urban Infrastructure,Hyderabad,1567.11,754.03,936,790,48.05,40,19,9,12,6.99,HIGH
PRJ-1844,Healthcare Facility Project - Pune #844,Ministry of Power,Healthcare Facility,Pune,2231.25,2304.91,1081,927,81.09,31,25,1,5,1.63,LOW
PRJ-1845,Urban Infrastructure Project - Guwahati #845,Ministry of Railways,Urban Infrastructure,Guwahati,1607.42,1013.04,1622,1077,59.2,18,10,1,7,2.51,LOW
PRJ-1846,Healthcare Facility Project - Kolkata #846,Ministry of Railways,Healthcare Facility,Kolkata,3226.72,2400.66,423,322,74.08,12,8,0,4,1.88,LOW
PRJ-1847,Transportation Project - Mumbai #847,Ministry of Health & Family Welfare,Transportation,Mumbai,1306.42,544.61,946,410,39.97,14,5,0,9,4.18,LOW
PRJ-1848,Energy & Power Project - Chennai #848,Ministry of Road Transport & Highways,Energy & Power,Chennai,762.38,544.14,1694,1080,82.88,27,22,0,5,0.95,LOW
PRJ-1849,Healthcare Facility Project - Chennai #849,Ministry of Urban Development,Healthcare Facility,Chennai,1984.52,1363.17,871,835,66.2,13,8,2,3,3.5,HIGH
PRJ-1850,Water & Sanitation Project - Pune #850,Ministry of Urban Development,Water & Sanitation,Pune,2338.6,1614.75,485,510,71.73,31,22,3,6,4.41,HIGH
PRJ-1851,Healthcare Facility Project - Delhi NCR #851,Ministry of Power,Healthcare Facility,Delhi NCR,3353.7,2376.39,1087,988,63.1,15,9,2,4,3.79,HIGH
PRJ-1852,Water & Sanitation Project - Guwahati #852,Ministry of Water Resources,Water & Sanitation,Guwahati,1087.88,196.97,1501,354,16.77,17,2,3,12,6.45,MEDIUM
PRJ-1853,Infrastructure Project - Lucknow #853,Ministry of Water Resources,Infrastructure,Lucknow,1830.92,983.8,1717,1070,43.04,12,5,2,5,4.71,MEDIUM
PRJ-1854,Energy & Power Project - Hyderabad #854,Ministry of Road Transport & Highways,Energy & Power,Hyderabad,866.05,943.8,1625,1662,100.0,10,10,0,0,1.21,LOW
PRJ-1855,Healthcare Facility Project - Delhi NCR #855,Ministry of Urban Development,Healthcare Facility,Delhi NCR,1725.24,872.55,227,107,56.81,6,3,0,3,2.79,LOW
PRJ-1856,Infrastructure Project - Mumbai #856,Ministry of Power,Infrastructure,Mumbai,3429.45,602.29,1289,367,20.14,21,4,4,13,5.9,MEDIUM
PRJ-1857,Digital Governance Project - Bengaluru #857,Ministry of Urban Development,Digital Governance,Bengaluru,215.61,47.88,846,253,19.2,24,4,3,17,5.88,MEDIUM
PRJ-1858,Energy & Power Project - Chennai #858,Ministry of Urban Development,Energy & Power,Chennai,1320.54,184.51,427,67,15.19,20,3,1,16,6.15,MEDIUM
PRJ-1859,Infrastructure Project - Chennai #859,Ministry of Urban Development,Infrastructure,Chennai,221.61,93.05,1131,801,50.42,6,3,0,3,2.95,MEDIUM
PRJ-1860,Energy & Power Project - Jaipur #860,Ministry of Road Transport & Highways,Energy & Power,Jaipur,3372.53,848.72,1562,330,21.3,13,2,0,11,4.75,LOW
PRJ-1861,Water & Sanitation Project - Patna #861,Ministry of Road Transport & Highways,Water & Sanitation,Patna,1756.51,1560.97,1783,2076,90.07,15,13,0,2,1.57,LOW
PRJ-1862,Healthcare Facility Project - Pune #862,Ministry of Urban Development,Healthcare Facility,Pune,155.85,81.52,1131,1308,47.11,15,7,4,4,6.11,HIGH
PRJ-1863,Energy & Power Project - Lucknow #863,Ministry of Urban Development,Energy & Power,Lucknow,885.6,553.45,1572,814,64.05,18,11,0,7,2.82,LOW
PRJ-1864,Transportation Project - Guwahati #864,Ministry of Road Transport & Highways,Transportation,Guwahati,1873.97,1045.09,323,139,55.9,12,6,0,6,3.66,LOW
PRJ-1865,Urban Infrastructure Project - Hyderabad #865,Ministry of Power,Urban Infrastructure,Hyderabad,2140.45,1898.19,831,891,69.68,21,14,3,4,4.13,HIGH
PRJ-1866,Transportation Project - Patna #866,Ministry of Power,Transportation,Patna,3440.75,1097.53,879,291,24.93,26,6,1,19,5.54,MEDIUM
PRJ-1867,Infrastructure Project - Lucknow #867,Ministry of Electronics & IT,Infrastructure,Lucknow,1673.09,1302.32,199,167,77.33,36,27,1,8,2.61,LOW
PRJ-1868,Digital Governance Project - Patna #868,Ministry of Water Resources,Digital Governance,Patna,280.56,316.42,243,262,93.36,33,30,0,3,1.04,LOW
PRJ-1869,Urban Infrastructure Project - Lucknow #869,Ministry of Water Resources,Urban Infrastructure,Lucknow,1259.3,1511.16,542,554,100.0,5,5,0,0,0.74,LOW
PRJ-1870,Urban Infrastructure Project - Delhi NCR #870,Ministry of Railways,Urban Infrastructure,Delhi NCR,783.11,892.96,220,205,100.0,27,27,0,0,1.63,LOW
PRJ-1871,Energy & Power Project - Guwahati #871,Ministry of Electronics & IT,Energy & Power,Guwahati,781.81,515.58,1191,1386,80.58,36,29,2,5,3.18,MEDIUM
PRJ-1872,Infrastructure Project - Hyderabad #872,Ministry of Railways,Infrastructure,Hyderabad,3445.08,1481.43,1487,796,34.82,37,12,7,18,7.16,MEDIUM
PRJ-1873,Digital Governance Project - Lucknow #873,Ministry of Electronics & IT,Digital Governance,Lucknow,2355.89,714.84,1414,1020,36.44,13,4,4,5,5.03,HIGH
PRJ-1874,Water & Sanitation Project - Hyderabad #874,Ministry of Health & Family Welfare,Water & Sanitation,Hyderabad,3084.7,1770.13,1672,1605,64.05,6,3,1,2,3.58,HIGH
PRJ-1875,Healthcare Facility Project - Chennai #875,Ministry of Health & Family Welfare,Healthcare Facility,Chennai,2385.57,207.46,1109,113,8.58,8,0,1,7,5.62,MEDIUM
PRJ-1876,Urban Infrastructure Project - Chennai #876,Ministry of Water Resources,Urban Infrastructure,Chennai,434.79,339.55,1241,761,79.63,7,5,0,2,1.47,LOW
PRJ-1877,Urban Infrastructure Project - Jaipur #877,Ministry of Power,Urban Infrastructure,Jaipur,1576.53,578.46,190,100,37.93,6,2,1,3,3.95,MEDIUM
PRJ-1878,Urban Infrastructure Project - Mumbai #878,Ministry of Electronics & IT,Urban Infrastructure,Mumbai,3210.31,776.91,583,163,25.33,11,2,0,9,4.6,LOW
PRJ-1879,Healthcare Facility Project - Patna #879,Ministry of Road Transport & Highways,Healthcare Facility,Patna,3273.36,1066.33,692,257,31.42,26,8,4,14,6.67,MEDIUM
PRJ-1880,Water & Sanitation Project - Hyderabad #880,Ministry of Health & Family Welfare,Water & Sanitation,Hyderabad,3302.98,2933.66,1768,1343,87.14,11,9,0,2,1.8,LOW
PRJ-1881,Infrastructure Project - Delhi NCR #881,Ministry of Road Transport & Highways,Infrastructure,Delhi NCR,1327.11,255.17,1600,274,22.26,33,7,0,26,5.11,LOW
PRJ-1882,Infrastructure Project - Mumbai #882,Ministry of Urban Development,Infrastructure,Mumbai,2374.7,327.54,1325,208,11.26,30,3,1,26,6.34,MEDIUM
PRJ-1883,Water & Sanitation Project - Lucknow #883,Ministry of Railways,Water & Sanitation,Lucknow,2758.29,221.35,1457,162,8.09,32,2,6,24,8.23,MEDIUM
PRJ-1884,Digital Governance Project - Patna #884,Ministry of Power,Digital Governance,Patna,2742.42,2227.16,1109,741,74.24,11,8,0,3,2.48,LOW
PRJ-1885,Healthcare Facility Project - Hyderabad #885,Ministry of Road Transport & Highways,Healthcare Facility,Hyderabad,3166.25,2396.24,438,350,81.54,31,25,0,6,2.16,LOW
PRJ-1886,Transportation Project - Bengaluru #886,Ministry of Railways,Transportation,Bengaluru,2791.62,941.89,303,72,30.89,37,11,3,23,6.16,MEDIUM
PRJ-1887,Healthcare Facility Project - Jaipur #887,Ministry of Power,Healthcare Facility,Jaipur,2716.48,1834.2,481,296,61.29,23,14,0,9,1.95,LOW
PRJ-1888,Digital Governance Project - Patna #888,Ministry of Health & Family Welfare,Digital Governance,Patna,514.66,313.26,666,438,49.99,8,3,1,4,3.29,MEDIUM
PRJ-1889,Digital Governance Project - Hyderabad #889,Ministry of Railways,Digital Governance,Hyderabad,2750.57,874.68,879,270,30.64,34,10,2,22,4.93,LOW
PRJ-1890,Healthcare Facility Project - Kolkata #890,Ministry of Health & Family Welfare,Healthcare Facility,Kolkata,2160.2,956.79,1037,478,51.96,7,3,0,4,4.24,LOW
PRJ-1891,Transportation Project - Guwahati #891,Ministry of Electronics & IT,Transportation,Guwahati,813.66,298.56,1457,487,35.27,26,9,2,15,4.79,LOW
PRJ-1892,Transportation Project - Delhi NCR #892,Ministry of Urban Development,Transportation,Delhi NCR,1276.23,661.35,331,163,48.1,14,6,0,8,2.98,LOW
PRJ-1893,Water & Sanitation Project - Kolkata #893,Ministry of Health & Family Welfare,Water & Sanitation,Kolkata,163.23,54.37,240,76,35.36,19,6,1,12,5.07,LOW
PRJ-1894,Water & Sanitation Project - Jaipur #894,Ministry of Power,Water & Sanitation,Jaipur,868.42,148.08,581,71,13.96,11,1,0,10,5.66,MEDIUM
PRJ-1895,Digital Governance Project - Mumbai #895,Ministry of Urban Development,Digital Governance,Mumbai,1190.96,569.14,610,265,51.94,28,14,0,14,4.29,LOW
PRJ-1896,Healthcare Facility Project - Ahmedabad #896,Ministry of Water Resources,Healthcare Facility,Ahmedabad,3075.57,888.81,313,72,23.28,13,3,1,9,4.62,LOW
PRJ-1897,Digital Governance Project - Kolkata #897,Ministry of Urban Development,Digital Governance,Kolkata,1119.65,834.57,1059,1243,80.82,7,5,0,2,2.13,MEDIUM
PRJ-1898,Healthcare Facility Project - Chennai #898,Ministry of Water Resources,Healthcare Facility,Chennai,2765.66,1014.91,851,316,32.92,22,7,3,12,6.26,MEDIUM
PRJ-1899,Urban Infrastructure Project - Hyderabad #899,Ministry of Health & Family Welfare,Urban Infrastructure,Hyderabad,2548.27,2051.11,1786,1103,71.12,9,6,0,3,2.22,LOW
PRJ-1900,Water & Sanitation Project - Jaipur #900,Ministry of Electronics & IT,Water & Sanitation,Jaipur,1316.19,498.43,1242,758,39.41,28,11,5,12,6.0,MEDIUM
PRJ-1901,Urban Infrastructure Project - Chennai #901,Ministry of Urban Development,Urban Infrastructure,Chennai,2038.34,2097.2,1486,1654,94.22,7,6,0,1,2.08,LOW
PRJ-1902,Water & Sanitation Project - Hyderabad #902,Ministry of Urban Development,Water & Sanitation,Hyderabad,1391.69,586.34,806,457,42.62,15,6,2,7,4.42,MEDIUM
PRJ-1903,Infrastructure Project - Bengaluru #903,Ministry of Health & Family Welfare,Infrastructure,Bengaluru,2633.16,1294.98,784,461,50.4,7,3,0,4,3.72,LOW
PRJ-1904,Urban Infrastructure Project - Pune #904,Ministry of Urban Development,Urban Infrastructure,Pune,1519.44,1456.4,932,917,100.0,29,29,0,0,0.88,LOW
PRJ-1905,Digital Governance Project - Mumbai #905,Ministry of Power,Digital Governance,Mumbai,1263.23,503.39,348,147,37.92,39,14,4,21,6.28,MEDIUM
PRJ-1906,Infrastructure Project - Mumbai #906,Ministry of Railways,Infrastructure,Mumbai,259.01,150.53,258,180,60.11,26,15,1,10,3.88,LOW
PRJ-1907,Digital Governance Project - Chennai #907,Ministry of Water Resources,Digital Governance,Chennai,675.34,447.48,1417,1697,51.0,39,19,13,7,7.67,HIGH
PRJ-1908,Energy & Power Project - Kolkata #908,Ministry of Power,Energy & Power,Kolkata,2743.12,3291.74,1007,1148,100.0,5,5,0,0,1.03,LOW
PRJ-1909,Transportation Project - Ahmedabad #909,Ministry of Water Resources,Transportation,Ahmedabad,804.25,779.13,1661,1534,93.4,38,35,0,3,1.44,LOW
PRJ-1910,Digital Governance Project - Pune #910,Ministry of Urban Development,Digital Governance,Pune,1198.9,616.13,355,157,57.49,31,17,0,14,3.03,LOW
PRJ-1911,Infrastructure Project - Kolkata #911,Ministry of Health & Family Welfare,Infrastructure,Kolkata,494.94,194.27,442,192,33.58,36,12,6,18,7.39,MEDIUM
PRJ-1912,Transportation Project - Ahmedabad #912,Ministry of Power,Transportation,Ahmedabad,1495.76,874.53,1721,935,49.16,39,19,2,18,4.52,LOW
PRJ-1913,Water & Sanitation Project - Delhi NCR #913,Ministry of Health & Family Welfare,Water & Sanitation,Delhi NCR,3228.28,3820.25,494,580,91.23,30,27,0,3,0.85,LOW
PRJ-1914,Infrastructure Project - Jaipur #914,Ministry of Urban Development,Infrastructure,Jaipur,1358.65,401.17,1152,252,27.22,33,8,1,24,4.65,LOW
PRJ-1915,Infrastructure Project - Patna #915,Ministry of Railways,Infrastructure,Patna,1939.64,1765.48,245,247,82.62,6,4,0,2,1.01,MEDIUM
PRJ-1916,Energy & Power Project - Hyderabad #916,Ministry of Urban Development,Energy & Power,Hyderabad,823.31,526.26,1530,1035,62.22,28,17,1,10,2.63,LOW
PRJ-1917,Urban Infrastructure Project - Ahmedabad #917,Ministry of Water Resources,Urban Infrastructure,Ahmedabad,558.05,136.24,406,98,24.19,9,2,0,7,5.6,MEDIUM
PRJ-1918,Transportation Project - Hyderabad #918,Ministry of Railways,Transportation,Hyderabad,1091.05,714.89,1633,1357,74.51,24,17,1,6,2.68,LOW
PRJ-1919,Urban Infrastructure Project - Chennai #919,Ministry of Electronics & IT,Urban Infrastructure,Chennai,713.94,376.41,472,278,43.49,20,8,3,9,5.85,MEDIUM
PRJ-1920,Urban Infrastructure Project - Pune #920,Ministry of Urban Development,Urban Infrastructure,Pune,2020.7,408.06,1689,338,17.98,34,6,2,26,6.59,MEDIUM
PRJ-1921,Energy & Power Project - Ahmedabad #921,Ministry of Water Resources,Energy & Power,Ahmedabad,2149.47,1188.86,538,299,62.16,32,19,0,13,3.71,LOW
PRJ-1922,Digital Governance Project - Lucknow #922,Ministry of Railways,Digital Governance,Lucknow,343.41,187.45,1610,1835,59.34,15,8,3,4,4.49,HIGH
PRJ-1923,Digital Governance Project - Mumbai #923,Ministry of Power,Digital Governance,Mumbai,2446.17,2710.01,1659,1812,88.32,31,27,1,3,2.09,MEDIUM
PRJ-1924,Infrastructure Project - Mumbai #924,Ministry of Power,Infrastructure,Mumbai,1770.34,561.69,1776,814,30.94,21,6,2,13,4.34,MEDIUM
PRJ-1925,Infrastructure Project - Patna #925,Ministry of Road Transport & Highways,Infrastructure,Patna,2433.76,1650.91,1715,1042,69.8,30,20,0,10,2.3,LOW
PRJ-1926,Energy & Power Project - Mumbai #926,Ministry of Road Transport & Highways,Energy & Power,Mumbai,2484.76,629.4,459,211,21.57,36,7,9,20,7.69,MEDIUM
PRJ-1927,Transportation Project - Guwahati #927,Ministry of Electronics & IT,Transportation,Guwahati,3325.56,1368.57,467,288,43.8,15,6,1,8,3.25,MEDIUM
PRJ-1928,Transportation Project - Chennai #928,Ministry of Road Transport & Highways,Transportation,Chennai,443.29,185.91,1698,899,50.0,5,2,0,3,2.81,LOW
PRJ-1929,Transportation Project - Hyderabad #929,Ministry of Power,Transportation,Hyderabad,2503.3,2173.57,1562,1070,85.04,8,6,0,2,2.37,LOW
PRJ-1930,Digital Governance Project - Guwahati #930,Ministry of Electronics & IT,Digital Governance,Guwahati,2313.54,971.96,390,206,44.03,8,3,1,4,3.3,LOW
PRJ-1931,Water & Sanitation Project - Hyderabad #931,Ministry of Urban Development,Water & Sanitation,Hyderabad,3251.58,2081.25,947,1041,71.12,6,4,0,2,3.42,HIGH
PRJ-1932,Water & Sanitation Project - Hyderabad #932,Ministry of Power,Water & Sanitation,Hyderabad,2383.06,1306.42,309,105,44.17,15,6,0,9,2.88,LOW
PRJ-1933,Infrastructure Project - Kolkata #933,Ministry of Health & Family Welfare,Infrastructure,Kolkata,1136.15,154.4,1463,451,15.04,39,5,8,26,8.3,MEDIUM
PRJ-1934,Transportation Project - Mumbai #934,Ministry of Railways,Transportation,Mumbai,1254.45,62.72,535,62,3.48,5,0,0,5,5.74,MEDIUM
PRJ-1935,Digital Governance Project - Chennai #935,Ministry of Road Transport & Highways,Digital Governance,Chennai,2278.31,401.2,935,138,14.17,31,4,1,26,5.89,MEDIUM
PRJ-1936,Digital Governance Project - Jaipur #936,Ministry of Road Transport & Highways,Digital Governance,Jaipur,2771.5,741.15,1345,388,20.9,25,5,5,15,7.35,MEDIUM
PRJ-1937,Water & Sanitation Project - Guwahati #937,Ministry of Electronics & IT,Water & Sanitation,Guwahati,473.93,279.24,539,430,47.44,25,11,7,7,6.76,HIGH
PRJ-1938,Energy & Power Project - Delhi NCR #938,Ministry of Road Transport & Highways,Energy & Power,Delhi NCR,2133.78,1373.19,1378,818,60.97,19,11,0,8,3.36,LOW
PRJ-1939,Transportation Project - Delhi NCR #939,Ministry of Road Transport & Highways,Transportation,Delhi NCR,2161.06,1007.44,434,190,39.88,20,7,2,11,3.93,LOW
PRJ-1940,Urban Infrastructure Project - Chennai #940,Ministry of Power,Urban Infrastructure,Chennai,715.02,134.74,949,308,23.01,33,7,6,20,6.91,MEDIUM
PRJ-1941,Energy & Power Project - Patna #941,Ministry of Power,Energy & Power,Patna,2756.53,1262.23,261,175,35.53,23,8,6,9,6.08,HIGH
PRJ-1942,Energy & Power Project - Kolkata #942,Ministry of Electronics & IT,Energy & Power,Kolkata,855.45,182.75,1284,204,16.97,20,3,2,15,6.34,MEDIUM
PRJ-1943,Healthcare Facility Project - Ahmedabad #943,Ministry of Railways,Healthcare Facility,Ahmedabad,1829.94,871.26,555,325,59.29,36,21,0,15,2.42,LOW
PRJ-1944,Transportation Project - Hyderabad #944,Ministry of Electronics & IT,Transportation,Hyderabad,448.21,337.86,535,402,62.01,18,11,1,6,2.46,MEDIUM
PRJ-1945,Urban Infrastructure Project - Chennai #945,Ministry of Electronics & IT,Urban Infrastructure,Chennai,582.91,247.8,584,215,47.86,20,9,0,11,3.76,LOW
PRJ-1946,Transportation Project - Chennai #946,Ministry of Electronics & IT,Transportation,Chennai,3019.87,425.34,1165,219,10.95,30,3,4,23,6.99,MEDIUM
PRJ-1947,Healthcare Facility Project - Lucknow #947,Ministry of Urban Development,Healthcare Facility,Lucknow,2574.9,417.88,1737,471,12.71,35,4,4,27,6.73,MEDIUM
PRJ-1948,Infrastructure Project - Chennai #948,Ministry of Water Resources,Infrastructure,Chennai,2087.19,887.45,492,348,47.89,29,13,5,11,5.51,MEDIUM
PRJ-1949,Healthcare Facility Project - Lucknow #949,Ministry of Urban Development,Healthcare Facility,Lucknow,1688.15,365.39,862,215,20.92,14,2,2,10,4.76,LOW
PRJ-1950,Healthcare Facility Project - Guwahati #950,Ministry of Water Resources,Healthcare Facility,Guwahati,2541.46,1270.79,1186,646,49.61,30,14,3,13,4.47,LOW
PRJ-1951,Energy & Power Project - Patna #951,Ministry of Urban Development,Energy & Power,Patna,3456.45,1224.95,325,178,43.25,12,5,1,6,4.37,MEDIUM
PRJ-1952,Water & Sanitation Project - Ahmedabad #952,Ministry of Railways,Water & Sanitation,Ahmedabad,3350.27,3648.89,1759,1942,93.8,37,34,0,3,1.58,LOW
PRJ-1953,Digital Governance Project - Delhi NCR #953,Ministry of Power,Digital Governance,Delhi NCR,2281.66,1025.47,1048,952,48.79,7,3,2,2,4.08,HIGH
PRJ-1954,Digital Governance Project - Delhi NCR #954,Ministry of Electronics & IT,Digital Governance,Delhi NCR,2444.18,856.82,1501,394,31.79,14,4,0,10,4.61,LOW
PRJ-1955,Water & Sanitation Project - Bengaluru #955,Ministry of Electronics & IT,Water & Sanitation,Bengaluru,53.06,10.24,1758,354,16.7,29,4,2,23,6.14,MEDIUM
PRJ-1956,Healthcare Facility Project - Hyderabad #956,Ministry of Road Transport & Highways,Healthcare Facility,Hyderabad,3067.26,2841.62,519,525,100.0,24,24,0,0,1.07,LOW
